"status","family","pval","qval","gene_short_name","is.feature","score","dir"
"ELOVL1","OK","negbinomial.size",0.831692538873186,0.896057041679335,"ELOVL1",FALSE,-0.109751205445039,1
"CAPN15","OK","negbinomial.size",0.831542608878874,0.896057041679335,"CAPN15",FALSE,-0.109751205445039,1
"GOT1","OK","negbinomial.size",0.832190671515698,0.896472857385002,"GOT1",FALSE,-0.109287262597177,1
"PRR34-AS1","OK","negbinomial.size",0.832492560240913,0.896677186802148,"PRR34-AS1",FALSE,-0.109059362630086,1
"DHX15","OK","negbinomial.size",0.832970885021954,0.896950591862341,"DHX15",FALSE,0.108754499976236,-1
"SPATS2","OK","negbinomial.size",0.832940755105712,0.896950591862341,"SPATS2",FALSE,-0.108754499976236,1
"SNRNP40","OK","negbinomial.size",0.833399840806132,0.897147251499908,"SNRNP40",FALSE,-0.108535270418514,1
"PPFIBP2","OK","negbinomial.size",0.833490326008675,0.897147251499908,"PPFIBP2",FALSE,-0.108535270418514,1
"LENG1","OK","negbinomial.size",0.833428756065851,0.897147251499908,"LENG1",FALSE,-0.108535270418514,1
"CTBP1","OK","negbinomial.size",0.833740742009723,0.89729592853868,"CTBP1",FALSE,-0.108369562146706,1
"CLEC4M","OK","negbinomial.size",0.834211401938574,0.897319062174067,"CLEC4M",TRUE,0.10834378097859,-1
"QRSL1","OK","negbinomial.size",0.83399287017795,0.897319062174067,"QRSL1",FALSE,-0.10834378097859,1
"HINT3","OK","negbinomial.size",0.834122537119906,0.897319062174067,"HINT3",FALSE,0,0
"CHUK","OK","negbinomial.size",0.834002771291257,0.897319062174067,"CHUK",FALSE,-0.10834378097859,1
"COA4","OK","negbinomial.size",0.834371745208725,0.897370742390703,"COA4",FALSE,-0.108286188611912,1
"TIMM21","OK","negbinomial.size",0.834487997398638,0.897374994914886,"TIMM21",TRUE,-0.108281449752144,1
"NDUFB6","OK","negbinomial.size",0.835607896912467,0.89811833383757,"NDUFB6",FALSE,-0.107453444486684,1
"CAT","OK","negbinomial.size",0.835618577798028,0.89811833383757,"CAT",FALSE,-0.107453444486684,1
"BNIP3","OK","negbinomial.size",0.835421451537606,0.89811833383757,"BNIP3",FALSE,-0.107453444486684,1
"C1QTNF1","OK","negbinomial.size",0.835628808920327,0.89811833383757,"C1QTNF1",TRUE,0,0
"RAB40B","OK","negbinomial.size",0.83612741885504,0.898533378707722,"RAB40B",FALSE,0,0
"FAM217B","OK","negbinomial.size",0.837370036000418,0.899747742057193,"FAM217B",FALSE,-0.105640841548577,1
"PSMD1","OK","negbinomial.size",0.838297416791296,0.900612592566007,"PSMD1",FALSE,0.104680088794023,-1
"PCM1","OK","negbinomial.size",0.838400334889066,0.900612592566007,"PCM1",FALSE,-0.104680088794023,1
"RNF19A","OK","negbinomial.size",0.838576916721993,0.900681201817936,"RNF19A",FALSE,-0.104603911046478,1
"NACC1","OK","negbinomial.size",0.838735294320971,0.900730242832802,"NACC1",FALSE,0,0
"SIRT2","OK","negbinomial.size",0.839545571905619,0.901479261636361,"SIRT2",FALSE,-0.103718240889157,1
"SPAG9","OK","negbinomial.size",0.840277249564311,0.90214369223007,"SPAG9",FALSE,-0.102981467582584,1
"CRIPAK","OK","negbinomial.size",0.840659531981166,0.902432874806757,"CRIPAK",FALSE,-0.102660968486625,1
"CLCN7","OK","negbinomial.size",0.840848829898652,0.902514842138365,"CLCN7",FALSE,-0.102570143327652,1
"AP3D1","OK","negbinomial.size",0.841075551264277,0.902636950060816,"AP3D1",FALSE,-0.102434855067502,1
"RECQL","OK","negbinomial.size",0.841434597317131,0.902901016135517,"RECQL",FALSE,-0.102142348256205,1
"BTN3A2","OK","negbinomial.size",0.842202483781331,0.902997457117485,"BTN3A2",FALSE,-0.102035541607339,1
"TAF5L","OK","negbinomial.size",0.842099456566577,0.902997457117485,"TAF5L",FALSE,-0.102035541607339,1
"TMEM181","OK","negbinomial.size",0.84218281838378,0.902997457117485,"TMEM181",FALSE,-0.102035541607339,1
"IKBKB","OK","negbinomial.size",0.841762323810669,0.902997457117485,"IKBKB",FALSE,-0.102035541607339,1
"BAHD1","OK","negbinomial.size",0.841974119687652,0.902997457117485,"BAHD1",FALSE,-0.102035541607339,1
"PCNT","OK","negbinomial.size",0.842003657508149,0.902997457117485,"PCNT",FALSE,0,0
"SLC39A7","OK","negbinomial.size",0.84281402160568,0.903434785742674,"SLC39A7",FALSE,-0.101551351142448,1
"VWF","OK","negbinomial.size",0.842836482006211,0.903434785742674,"VWF",TRUE,0.101551351142448,-1
"GFM1","OK","negbinomial.size",0.843235452016455,0.903579251856803,"GFM1",FALSE,0.101391456297769,-1
"RSU1","OK","negbinomial.size",0.843289240380617,0.903579251856803,"RSU1",FALSE,0.101391456297769,-1
"PRDX3","OK","negbinomial.size",0.843423556450994,0.903579251856803,"PRDX3",FALSE,-0.101391456297769,1
"ART4","OK","negbinomial.size",0.843353580801751,0.903579251856803,"ART4",FALSE,0,0
"TBC1D10A","OK","negbinomial.size",0.84357861808578,0.903624227496444,"TBC1D10A",FALSE,0.101341682556003,-1
"WIPF2","OK","negbinomial.size",0.843801562325501,0.903741895797223,"WIPF2",FALSE,-0.101211472855346,1
"PEX3","OK","negbinomial.size",0.844296049450926,0.904150325805729,"PEX3",FALSE,-0.100759642806438,1
"FBXO11","OK","negbinomial.size",0.844693620238186,0.904287581137156,"FBXO11",FALSE,-0.100607848452688,1
"ELMO1","OK","negbinomial.size",0.844621843329661,0.904287581137156,"ELMO1",FALSE,-0.100607848452688,1
"RPRD1B","OK","negbinomial.size",0.844763708320469,0.904287581137156,"RPRD1B",FALSE,-0.100607848452688,1
"ZNF106","OK","negbinomial.size",0.846363537822519,0.905757470301292,"ZNF106",FALSE,-0.0989837015994579,1
"UPF1","OK","negbinomial.size",0.846319324848641,0.905757470301292,"UPF1",FALSE,-0.0989837015994579,1
"PGM1","OK","negbinomial.size",0.84678341103592,0.90608546298715,"PGM1",FALSE,0.0986216473800613,-1
"PEX13","OK","negbinomial.size",0.8477675120456,0.907017028886917,"PEX13",FALSE,-0.0975940540852352,1
"LMO7","OK","negbinomial.size",0.848234332386316,0.907394986626379,"LMO7",FALSE,0,0
"SLC25A23","OK","negbinomial.size",0.848574941894619,0.907637847768692,"SLC25A23",FALSE,-0.0969098260108155,1
"HSPA4","OK","negbinomial.size",0.84915625858419,0.908072336203765,"HSPA4",FALSE,-0.0964312381313158,1
"ASMTL","OK","negbinomial.size",0.849208430540701,0.908072336203765,"ASMTL",FALSE,-0.0964312381313158,1
"EIF2AK4","OK","negbinomial.size",0.849599471052327,0.908368928710081,"EIF2AK4",FALSE,-0.0961046737499836,1
"INO80D","OK","negbinomial.size",0.849837747956469,0.908424796579635,"INO80D",FALSE,0.0960431721399838,-1
"RP11-231C14.7","OK","negbinomial.size",0.849879086375842,0.908424796579635,"RP11-231C14.7",FALSE,0,0
"MT-ND5","OK","negbinomial.size",0.850569277217801,0.908998137444685,"MT-ND5",FALSE,0.0954122338225057,-1
"C9orf3","OK","negbinomial.size",0.850870487809566,0.908998137444685,"C9orf3",FALSE,-0.0954122338225057,1
"NAE1","OK","negbinomial.size",0.850736043749321,0.908998137444685,"NAE1",FALSE,-0.0954122338225057,1
"PCED1A","OK","negbinomial.size",0.850809898360575,0.908998137444685,"PCED1A",FALSE,-0.0954122338225057,1
"FBXL3","OK","negbinomial.size",0.851094528138009,0.909115943637325,"FBXL3",FALSE,-0.0952826421824312,1
"PTS","OK","negbinomial.size",0.851562997824787,0.909251725764013,"PTS",FALSE,0.0951332971085766,-1
"COX11","OK","negbinomial.size",0.851445333316371,0.909251725764013,"COX11",FALSE,-0.0951332971085766,1
"NCBP1","OK","negbinomial.size",0.851450309476846,0.909251725764013,"NCBP1",FALSE,0,0
"NCSTN","OK","negbinomial.size",0.852729758850017,0.910328172432589,"NCSTN",FALSE,-0.0939501154354658,1
"COMMD5","OK","negbinomial.size",0.852798986213285,0.910328172432589,"COMMD5",FALSE,-0.0939501154354658,1
"ZBTB10","OK","negbinomial.size",0.853011593285339,0.910433503665439,"ZBTB10",FALSE,-0.0938344152487246,1
"CERS4","OK","negbinomial.size",0.853262292455308,0.910579457666982,"CERS4",FALSE,-0.0936741154540993,1
"SLC39A8","OK","negbinomial.size",0.853667496955484,0.910816849032529,"SLC39A8",TRUE,-0.0934134458062934,1
"FAM160B2","OK","negbinomial.size",0.853712701696114,0.910816849032529,"FAM160B2",FALSE,0,0
"DCLRE1C","OK","negbinomial.size",0.853907365556359,0.910902917922956,"DCLRE1C",FALSE,-0.0933189538959001,1
"CREBZF","OK","negbinomial.size",0.854035536107558,0.910918041782634,"CREBZF",FALSE,-0.0933023508816489,1
"ATP8B1","OK","negbinomial.size",0.854431842402446,0.911219118195375,"ATP8B1",FALSE,0,0
"COQ10B","OK","negbinomial.size",0.85460410643784,0.911281213576832,"COQ10B",FALSE,-0.0929037426636521,1
"TMEM175","OK","negbinomial.size",0.854750726175472,0.911315951016437,"TMEM175",FALSE,-0.0928656240488707,1
"TMEM141","OK","negbinomial.size",0.854952494101278,0.911409469098627,"TMEM141",FALSE,-0.0927630105874683,1
"EMC3","OK","negbinomial.size",0.856059003982695,0.912194487184548,"EMC3",FALSE,-0.0919020581512705,1
"MLH1","OK","negbinomial.size",0.855829255149802,0.912194487184548,"MLH1",FALSE,-0.0919020581512705,1
"OTULIN","OK","negbinomial.size",0.856129319980947,0.912194487184548,"OTULIN",FALSE,0.0919020581512705,-1
"CEP170B","OK","negbinomial.size",0.856145495417859,0.912194487184548,"CEP170B",FALSE,0,0
"PUM3","OK","negbinomial.size",0.856445992518741,0.912271384459779,"PUM3",TRUE,0.091817762493597,-1
"ZFYVE19","OK","negbinomial.size",0.856387354711448,0.912271384459779,"ZFYVE19",FALSE,0.091817762493597,-1
"EPHX2","OK","negbinomial.size",0.856923107545411,0.912587205712962,"EPHX2",FALSE,0,0
"TMEM47","OK","negbinomial.size",0.856970891211371,0.912587205712962,"TMEM47",TRUE,0,0
"COPB2","OK","negbinomial.size",0.858160087064574,0.913650273152927,"COPB2",FALSE,0.0903074140626881,-1
"KLC1","OK","negbinomial.size",0.85819784135726,0.913650273152927,"KLC1",FALSE,-0.0903074140626881,1
"FAM168B","OK","negbinomial.size",0.858360019173561,0.913701200641525,"FAM168B",FALSE,-0.0902516749349483,1
"WDR3","OK","negbinomial.size",0.858926301266887,0.914182215426704,"WDR3",FALSE,-0.0897253669745462,1
"DDA1","OK","negbinomial.size",0.859088804775291,0.91423340510845,"DDA1",FALSE,-0.0896693734890558,1
"LSM12","OK","negbinomial.size",0.859554307505511,0.914485217850691,"LSM12",FALSE,0.0893939754691837,-1
"RING1","OK","negbinomial.size",0.859462439560475,0.914485217850691,"RING1",FALSE,0.0893939754691837,-1
"RAD51C","OK","negbinomial.size",0.859867477837647,0.914696620793482,"RAD51C",FALSE,-0.089162830659777,1
"SERGEF","OK","negbinomial.size",0.86029896033308,0.915033807004079,"SERGEF",FALSE,-0.0887942668437183,1
"RCL1","OK","negbinomial.size",0.86076615207706,0.915408879591135,"RCL1",FALSE,-0.0883844505789946,1
"MYO1B","OK","negbinomial.size",0.861434611442794,0.915997868268712,"MYO1B",FALSE,-0.0877412415282782,1
"METTL5","OK","negbinomial.size",0.861704861940983,0.916081983224517,"METTL5",FALSE,-0.0876494169762038,1
"TSPYL2","OK","negbinomial.size",0.861742994355987,0.916081983224517,"TSPYL2",FALSE,-0.0876494169762038,1
"SNAP29","OK","negbinomial.size",0.861967751484076,0.91616220962734,"SNAP29",FALSE,-0.0875618452396554,1
"LDLRAD4","OK","negbinomial.size",0.862047760504063,0.91616220962734,"LDLRAD4",FALSE,0,0
"RRP15","OK","negbinomial.size",0.862559627403543,0.916546210747771,"RRP15",FALSE,-0.0871427920811923,1
"REV1","OK","negbinomial.size",0.862638474663244,0.916546210747771,"REV1",FALSE,0.0871427920811923,-1
"DCAF13","OK","negbinomial.size",0.862827489901363,0.916625162430443,"DCAF13",FALSE,-0.087056655363288,1
"NR3C1","OK","negbinomial.size",0.862946959865788,0.916630221492425,"NR3C1",FALSE,-0.0870511361519144,1
"ACVR1B","OK","negbinomial.size",0.863121856367046,0.916694145963459,"ACVR1B",FALSE,0.0869814000242609,-1
"ZNF480","OK","negbinomial.size",0.863295744077532,0.916756982182533,"ZNF480",FALSE,-0.0869128558256903,1
"MAP7","OK","negbinomial.size",0.864089731686312,0.917478214975461,"MAP7",FALSE,0.0861264432312578,-1
"SERPINA5","OK","negbinomial.size",0.864310403426745,0.917590598350355,"SERPINA5",FALSE,0.0860039591323313,-1
"TTC38","OK","negbinomial.size",0.864742707035245,0.917805680956122,"TTC38",FALSE,-0.0857695872866687,1
"WDR6","OK","negbinomial.size",0.864689791727009,0.917805680956122,"WDR6",FALSE,-0.0857695872866687,1
"CBLL1","OK","negbinomial.size",0.865086635825028,0.918048779133838,"CBLL1",FALSE,-0.0855047534619605,1
"AMOTL1","OK","negbinomial.size",0.865316737053917,0.918171032505358,"AMOTL1",FALSE,0,0
"RBM18","OK","negbinomial.size",0.865456240883191,0.9181971350103,"RBM18",FALSE,0.0853431673959081,-1
"ADRM1","OK","negbinomial.size",0.866384573883718,0.918672846891071,"ADRM1",FALSE,-0.0848252081542713,1
"ATAD3B","OK","negbinomial.size",0.866332055131507,0.918672846891071,"ATAD3B",TRUE,0,0
"CPT2","OK","negbinomial.size",0.866594408692891,0.918672846891071,"CPT2",FALSE,-0.0848252081542713,1
"XDH","OK","negbinomial.size",0.866212684357943,0.918672846891071,"XDH",FALSE,-0.0848252081542713,1
"GOLGA1","OK","negbinomial.size",0.866185698292435,0.918672846891071,"GOLGA1",FALSE,0,0
"BFAR","OK","negbinomial.size",0.866563401324493,0.918672846891071,"BFAR",FALSE,-0.0848252081542713,1
"ZMYM2","OK","negbinomial.size",0.86699766960513,0.918751711906173,"ZMYM2",FALSE,0.0847393651575906,-1
"TPST2","OK","negbinomial.size",0.866949270474669,0.918751711906173,"TPST2",FALSE,-0.0847393651575906,1
"ADCY1","OK","negbinomial.size",0.867013722873789,0.918751711906173,"ADCY1",FALSE,-0.0847393651575906,1
"HTT","OK","negbinomial.size",0.867193928998685,0.918820828245624,"HTT",FALSE,-0.0846641394584977,1
"C4orf3","OK","negbinomial.size",0.867757507188095,0.919174209960242,"C4orf3",FALSE,-0.0842796098905429,1
"DSG2","OK","negbinomial.size",0.867717210949569,0.919174209960242,"DSG2",TRUE,-0.0842796098905429,1
"ZNF672","OK","negbinomial.size",0.867892952917657,0.91919583654937,"ZNF672",FALSE,-0.0842560818862973,1
"C19orf24","OK","negbinomial.size",0.86936878994893,0.920352748962022,"C19orf24",FALSE,-0.0829982596419764,1
"TMEM53","OK","negbinomial.size",0.869318677664698,0.920352748962022,"TMEM53",FALSE,0,0
"ZC3H8","OK","negbinomial.size",0.86944598947745,0.920352748962022,"ZC3H8",FALSE,0.0829982596419764,-1
"HELZ2","OK","negbinomial.size",0.869161124003124,0.920352748962022,"HELZ2",FALSE,0,0
"ZNF32","OK","negbinomial.size",0.869650990817369,0.920447823526039,"ZNF32",FALSE,-0.0828949626683421,1
"ATP6V0B","OK","negbinomial.size",0.869871166910005,0.920558931900126,"ATP6V0B",FALSE,0.0827742587394783,-1
"PUS10","OK","negbinomial.size",0.870457482791637,0.921057434452856,"PUS10",FALSE,0,0
"GUF1","OK","negbinomial.size",0.870786126617669,0.921172226854232,"GUF1",FALSE,0,0
"PRSS8","OK","negbinomial.size",0.870796521293564,0.921172226854232,"PRSS8",FALSE,0,0
"NOL10","OK","negbinomial.size",0.870956039252079,0.921219021795283,"NOL10",FALSE,0,0
"TBC1D2B","OK","negbinomial.size",0.871941334368554,0.921781811121099,"TBC1D2B",FALSE,-0.0814467308050301,1
"TMED3","OK","negbinomial.size",0.871759771927228,0.921781811121099,"TMED3",FALSE,0.0814467308050301,-1
"LRRC47","OK","negbinomial.size",0.872180237002457,0.921781811121099,"LRRC47",FALSE,-0.0814467308050301,1
"ZNF654","OK","negbinomial.size",0.872101811710088,0.921781811121099,"ZNF654",FALSE,-0.0814467308050301,1
"C11orf71","OK","negbinomial.size",0.872155267541573,0.921781811121099,"C11orf71",FALSE,-0.0814467308050301,1
"GTF3C1","OK","negbinomial.size",0.871993632092307,0.921781811121099,"GTF3C1",FALSE,-0.0814467308050301,1
"SUOX","OK","negbinomial.size",0.872672904590862,0.922180531682832,"SUOX",FALSE,0,0
"CRTC1","OK","negbinomial.size",0.874050773353898,0.923514442664419,"CRTC1",FALSE,0,0
"TMEM129","OK","negbinomial.size",0.875029324076383,0.924426140758114,"TMEM129",FALSE,0.0785821223598116,-1
"ZNF44","OK","negbinomial.size",0.87537264697011,0.92466659906651,"ZNF44",FALSE,-0.0783220398830678,1
"DTD1","OK","negbinomial.size",0.875823305993312,0.92502035926415,"DTD1",FALSE,-0.0779395316966318,1
"ERAL1","OK","negbinomial.size",0.877401092415367,0.926564309434544,"ERAL1",FALSE,-0.0762718245111736,1
"PPP2R2D","OK","negbinomial.size",0.877562579524547,0.926612390721545,"PPP2R2D",FALSE,-0.0762199338447219,1
"CCDC125","OK","negbinomial.size",0.877819030798751,0.926760718075416,"CCDC125",FALSE,0,0
"CROT","OK","negbinomial.size",0.878054595191434,0.926886957750958,"CROT",FALSE,0,0
"PDHX","OK","negbinomial.size",0.878231876749907,0.926951648013275,"PDHX",FALSE,-0.0758538744171229,1
"NR2F2","OK","negbinomial.size",0.878713717904076,0.927337733725763,"NR2F2",FALSE,0,0
"SLC30A7","OK","negbinomial.size",0.87914346861571,0.92733853441697,"SLC30A7",FALSE,-0.0754365865373995,1
"SF3B4","OK","negbinomial.size",0.879130683516203,0.92733853441697,"SF3B4",FALSE,0.0754365865373995,-1
"METTL14","OK","negbinomial.size",0.879158190885145,0.92733853441697,"METTL14",FALSE,-0.0754365865373995,1
"MRPS17","OK","negbinomial.size",0.879178668094477,0.92733853441697,"MRPS17",FALSE,-0.0754365865373995,1
"ACIN1","OK","negbinomial.size",0.879421624387203,0.927472376993287,"ACIN1",FALSE,0.0752922671615257,-1
"EIF2S2","OK","negbinomial.size",0.880725260414146,0.928657497436476,"EIF2S2",FALSE,-0.0740152869021583,1
"ALKBH2","OK","negbinomial.size",0.880777771626962,0.928657497436476,"ALKBH2",FALSE,-0.0740152869021583,1
"DAPK3","OK","negbinomial.size",0.881284493664348,0.929069180589947,"DAPK3",FALSE,0,0
"WDR11","OK","negbinomial.size",0.881585128248318,0.929263521940682,"WDR11",FALSE,-0.073362918454438,1
"MDN1","OK","negbinomial.size",0.881869406750744,0.929440573640886,"MDN1",FALSE,-0.073172407548307,1
"STAU2","OK","negbinomial.size",0.882263507001046,0.929668561504434,"STAU2",FALSE,-0.0729271418343357,1
"GADD45GIP1","OK","negbinomial.size",0.882429796509727,0.929668561504434,"GADD45GIP1",FALSE,-0.0729271418343357,1
"GLE1","OK","negbinomial.size",0.882551083415422,0.929668561504434,"GLE1",FALSE,0,0
"PLIN4","OK","negbinomial.size",0.882438394173737,0.929668561504434,"PLIN4",FALSE,0,0
"TMOD1","OK","negbinomial.size",0.882851010405927,0.929861924891757,"TMOD1",TRUE,-0.0727191717156048,1
"FBXO25","OK","negbinomial.size",0.883083155990228,0.929983856025027,"FBXO25",FALSE,-0.0725880520983803,1
"PFDN1","OK","negbinomial.size",0.883388033147492,0.930071561655522,"PFDN1",FALSE,-0.0724937477784924,1
"COX18","OK","negbinomial.size",0.883399218241197,0.930071561655522,"COX18",FALSE,0,0
"RP11-12G12.7","OK","negbinomial.size",0.883558774209655,0.930117002332941,"RP11-12G12.7",FALSE,0,0
"SLC35B3","OK","negbinomial.size",0.883815743167494,0.930264963600033,"SLC35B3",FALSE,-0.0722858263163459,1
"MNT","OK","negbinomial.size",0.884420556240374,0.930778962849576,"MNT",FALSE,0.0717334489594145,-1
"SGSM2","OK","negbinomial.size",0.884901363567045,0.931162338196505,"SGSM2",FALSE,-0.0713216471994654,1
"TIAL1","OK","negbinomial.size",0.885489590425802,0.931648235930128,"TIAL1",FALSE,0.0707999648004155,-1
"RRN3","OK","negbinomial.size",0.885596295848486,0.931648235930128,"RRN3",FALSE,0.0707999648004155,-1
"C11orf24","OK","negbinomial.size",0.887329925326591,0.933226300774519,"C11orf24",FALSE,-0.0691075558045337,1
"LRCH1","OK","negbinomial.size",0.887226214370922,0.933226300774519,"LRCH1",FALSE,-0.0691075558045337,1
"SLC47A1","OK","negbinomial.size",0.887738190736126,0.933532817761861,"SLC47A1",FALSE,-0.0687791610083825,1
"MRPS16","OK","negbinomial.size",0.88836631534621,0.934070424464679,"MRPS16",FALSE,-0.0682034426700206,1
"DNAJC9","OK","negbinomial.size",0.888561800466875,0.934153051905118,"DNAJC9",TRUE,0,0
"C12orf76","OK","negbinomial.size",0.888943206770618,0.934431092515655,"C12orf76",FALSE,0,0
"ADPRHL2","OK","negbinomial.size",0.889189024352591,0.934452145551721,"ADPRHL2",FALSE,-0.0677948620101157,1
"UMPS","OK","negbinomial.size",0.889197111096895,0.934452145551721,"UMPS",FALSE,0,0
"CRIM1","OK","negbinomial.size",0.88958218650144,0.934733892482973,"CRIM1",FALSE,-0.0674933971717825,1
"FXR2","OK","negbinomial.size",0.890112721612894,0.935168387905421,"FXR2",FALSE,-0.0670286718919376,1
"AGGF1","OK","negbinomial.size",0.890782092146354,0.935502654532989,"AGGF1",FALSE,-0.0666712957167125,1
"METAP2","OK","negbinomial.size",0.890680995661637,0.935502654532989,"METAP2",FALSE,-0.0666712957167125,1
"KBTBD2","OK","negbinomial.size",0.89069505557022,0.935502654532989,"KBTBD2",FALSE,-0.0666712957167125,1
"ALS2CL","OK","negbinomial.size",0.891551834788325,0.936188004177859,"ALS2CL",FALSE,0,0
"DDB1","OK","negbinomial.size",0.891921305995778,0.936452917647124,"DDB1",FALSE,-0.0656560331646714,1
"HEMK1","OK","negbinomial.size",0.892224183650946,0.936647852279915,"HEMK1",FALSE,-0.0654478920580911,1
"GPI","OK","negbinomial.size",0.892477657860018,0.9367908792801,"GPI",FALSE,0.0652952027834929,-1
"CRELD1","OK","negbinomial.size",0.89270943595159,0.936911098330596,"CRELD1",FALSE,-0.0651668802945409,1
"GFOD2","OK","negbinomial.size",0.893387106391593,0.9374991946389,"GFOD2",FALSE,0.0645393801897805,-1
"RPP14","OK","negbinomial.size",0.893927562026034,0.937943165460877,"RPP14",FALSE,0.0640659230047278,-1
"DDX3Y","OK","negbinomial.size",0.894046214465297,0.937944505683627,"DDX3Y",TRUE,0.064064494110268,-1
"WBP4","OK","negbinomial.size",0.894226515449643,0.938010512596232,"WBP4",FALSE,-0.0639941225800461,1
"N4BP2L1","OK","negbinomial.size",0.895179048464775,0.938313823073101,"N4BP2L1",FALSE,-0.0636708197546813,1
"INIP","OK","negbinomial.size",0.89492963083693,0.938313823073101,"INIP",FALSE,0.0636708197546813,-1
"DHRS4-AS1","OK","negbinomial.size",0.894851876465517,0.938313823073101,"DHRS4-AS1",FALSE,-0.0636708197546813,1
"CHTF8","OK","negbinomial.size",0.895220196109288,0.938313823073101,"CHTF8",FALSE,0.0636708197546813,-1
"ZADH2","OK","negbinomial.size",0.894993015881774,0.938313823073101,"ZADH2",FALSE,0.0636708197546813,-1
"PPP1R14A","OK","negbinomial.size",0.894903382356983,0.938313823073101,"PPP1R14A",FALSE,0,0
"GOSR2","OK","negbinomial.size",0.895764816706274,0.938761527908175,"GOSR2",FALSE,-0.0631937959172212,1
"CHST12","OK","negbinomial.size",0.896128515397048,0.939019534033282,"CHST12",FALSE,0.0629189969729137,-1
"RBM15","OK","negbinomial.size",0.896787146097129,0.939586480196952,"RBM15",FALSE,0,0
"SET","OK","negbinomial.size",0.898164193322144,0.940535980715143,"SET",FALSE,-0.0613053739657698,1
"PLEKHA6","OK","negbinomial.size",0.898078443612596,0.940535980715143,"PLEKHA6",TRUE,0,0
"USP39","OK","negbinomial.size",0.898069743236542,0.940535980715143,"USP39",FALSE,-0.0613053739657698,1
"ZFYVE27","OK","negbinomial.size",0.898127174451407,0.940535980715143,"ZFYVE27",FALSE,0.0613053739657698,-1
"SMARCE1","OK","negbinomial.size",0.899808009144943,0.941671460164938,"SMARCE1",FALSE,-0.0600988336420199,1
"DUSP11","OK","negbinomial.size",0.899837726169374,0.941671460164938,"DUSP11",FALSE,0.0600988336420199,-1
"TRBC1","OK","negbinomial.size",0.899552114496104,0.941671460164938,"TRBC1",TRUE,0,0
"SOX6","OK","negbinomial.size",0.899597622293835,0.941671460164938,"SOX6",FALSE,0,0
"VPS37B","OK","negbinomial.size",0.899605385710835,0.941671460164938,"VPS37B",FALSE,0.0600988336420199,-1
"SEMA4C","OK","negbinomial.size",0.900025551308703,0.941744687771094,"SEMA4C",FALSE,0,0
"MFN2","OK","negbinomial.size",0.900514666676381,0.942133110946708,"MFN2",FALSE,-0.0596087076511484,1
"SNAPIN","OK","negbinomial.size",0.900959961151735,0.942228903227786,"SNAPIN",FALSE,-0.0595070368676789,1
"APBB1IP","OK","negbinomial.size",0.900894169572377,0.942228903227786,"APBB1IP",FALSE,0.0595070368676789,-1
"WIZ","OK","negbinomial.size",0.900727132886716,0.942228903227786,"WIZ",FALSE,-0.0595070368676789,1
"LRP5","OK","negbinomial.size",0.901193218004479,0.942349516497487,"LRP5",FALSE,-0.0593790366013034,1
"TSPAN9","OK","negbinomial.size",0.901395088326029,0.942437282587112,"TSPAN9",TRUE,-0.0592859055482519,1
"CSNK1A1","OK","negbinomial.size",0.901557398059865,0.942483669269542,"CSNK1A1",FALSE,-0.0592366868450545,1
"AMT","OK","negbinomial.size",0.902254893446068,0.943089451082738,"AMT",FALSE,0,0
"LANCL1","OK","negbinomial.size",0.902376364227645,0.943091147345301,"LANCL1",FALSE,-0.0585923442377781,1
"NUDT14","OK","negbinomial.size",0.902492554592606,0.943091147345301,"NUDT14",FALSE,-0.0585923442377781,1
"TEX264","OK","negbinomial.size",0.9030876275616,0.94358959621401,"TEX264",FALSE,-0.0580639571410126,1
"HS2ST1","OK","negbinomial.size",0.903714417411309,0.943750902970958,"HS2ST1",FALSE,-0.0578930216289414,1
"ANAPC10","OK","negbinomial.size",0.903418384865042,0.943750902970958,"ANAPC10",FALSE,-0.0578930216289414,1
"RP11-138A9.1","OK","negbinomial.size",0.903610754741462,0.943750902970958,"RP11-138A9.1",TRUE,0.0578930216289414,-1
"POLR1E","OK","negbinomial.size",0.903550239727777,0.943750902970958,"POLR1E",FALSE,0,0
"UBE3B","OK","negbinomial.size",0.904109452984479,0.944040067790274,"UBE3B",FALSE,-0.0575866690442997,1
"TNFAIP1","OK","negbinomial.size",0.904560638351244,0.944387779078232,"TNFAIP1",FALSE,0.0572184142629864,-1
"IMPAD1","OK","negbinomial.size",0.90480973857077,0.944524444274203,"IMPAD1",FALSE,0.0570737117251771,-1
"MACROD1","OK","negbinomial.size",0.905058564511464,0.944660787488389,"MACROD1",FALSE,-0.0569293709669167,1
"DHRS1","OK","negbinomial.size",0.905243753687218,0.944730682475455,"DHRS1",FALSE,-0.0568553841958233,1
"YLPM1","OK","negbinomial.size",0.905475855552818,0.944849511846771,"YLPM1",FALSE,-0.0567296108924941,1
"TMEM42","OK","negbinomial.size",0.905646304008721,0.944903984245161,"TMEM42",FALSE,-0.0566719606238021,1
"BIRC3","OK","negbinomial.size",0.905963342168944,0.945111366484599,"BIRC3",TRUE,-0.0564525103000888,1
"CD46","OK","negbinomial.size",0.907028986786032,0.945574219594464,"CD46",FALSE,-0.0559628962441942,1
"YIPF3","OK","negbinomial.size",0.907117002554268,0.945574219594464,"YIPF3",FALSE,-0.0559628962441942,1
"PSMB5","OK","negbinomial.size",0.907071320102248,0.945574219594464,"PSMB5",FALSE,-0.0559628962441942,1
